date,count,compound,neg,neu,pos,retweets_count,likes_count,replies_count,compound_weighted_replies,compound_weighted_likes,compound_weighted_retweets
2014-11-17,4,0.228875,0.0,0.8925000000000001,0.10750000000000001,67,102,14,0.20702857142857142,0.26785588235294117,0.2448522388059701
2014-11-18,5,0.09688,0.016,0.9490000000000001,0.034999999999999996,1575,1166,31,0.018938709677419355,0.2490526586620926,0.2567590476190476
2014-11-19,7,0.38289999999999996,0.0,0.8230000000000001,0.17700000000000002,480,308,5,0.1352,0.08561623376623376,0.06334270833333333
2014-11-20,4,0.49587500000000007,0.03375,0.75625,0.20975,78,93,8,0.445,0.48874301075268817,0.4652782051282051
2014-11-21,2,0.2752,0.085,0.6995,0.21549999999999997,50,44,8,0.04964999999999997,0.1726772727272727,0.004540000000000006
2014-11-22,3,0.16373333333333334,0.0,0.9383333333333334,0.06166666666666667,176,90,0,,0.24014222222222223,0.3125818181818182
2014-11-23,1,0.5719,0.0,0.748,0.252,21,31,1,0.5719,0.5719,0.5719
2014-11-24,5,0.06364,0.0,0.9718,0.028199999999999996,111,134,1,0.0,0.05461641791044776,0.05733333333333333
2014-11-25,1,0.6486,0.0,0.762,0.238,39,24,2,0.6486,0.6486,0.6486
2014-11-26,7,0.22479999999999997,0.0,0.918142857142857,0.08185714285714285,914,656,12,0.19528333333333334,0.3915911585365854,0.39091411378555807
2014-11-27,1,0.8641,0.0,0.615,0.385,161,77,6,0.8641,0.8640999999999999,0.8641000000000001
2014-11-28,4,0.17459999999999998,0.0,0.94125,0.05875,1419,973,14,0.20898571428571427,0.20643884892086328,0.21130443974630023
2014-11-29,1,0.0,0.0,1.0,0.0,22,16,2,0.0,0.0,0.0
2014-11-30,2,0.52105,0.0575,0.749,0.1935,78,58,4,0.52105,0.47783448275862067,0.4389282051282051
2014-12-01,5,0.14389999999999997,0.053200000000000004,0.8144,0.1324,127,114,11,0.23810909090909094,0.18646315789473683,0.30007401574803144
2014-12-02,1,0.8619,0.0,0.538,0.462,23,20,1,0.8619,0.8619,0.8619
2014-12-03,2,0.0,0.0,1.0,0.0,65,42,3,0.0,0.0,0.0
2014-12-04,2,-0.0258,0.069,0.8665,0.0645,34,33,3,-0.0172,-0.026581818181818182,-0.034905882352941175
2014-12-05,4,0.1821,0.0,0.933,0.067,197,105,10,0.14568,0.11793142857142859,0.2810071065989848
2014-12-06,2,0.41255,0.0535,0.6705,0.276,139,86,35,0.6503914285714286,0.5327104651162792,0.41048489208633093
2014-12-07,1,-0.296,0.239,0.761,0.0,3,42,0,,-0.296,-0.296
2014-12-08,3,0.5391666666666667,0.0,0.8126666666666668,0.18733333333333335,258,171,11,0.5724545454545454,0.598714619883041,0.5979220930232557
2014-12-09,7,0.2863571428571428,0.02614285714285714,0.8504285714285714,0.12342857142857144,263,216,34,0.3316,0.21117685185185184,0.3242528517110266
